,postId,wordLevel,videoSpeed,subtitleLengthRatio,sectionLength,wordList
187,13298,29.89,12.48,0.2,2,"[both, and, are, which, means, a, hair, follicle, with, plug, made, up, of, oil, dead, skin, cells, that, traps, bacteria, beneath, microscopic, glands, in, the, supply, an, substance, called, sebum, to, often, pores, is, designed, lubricate, usually, drains, surface, sometimes, however, becomes, blocked, begin, grow, if, buildup, does, not, have, opening, it, whitehead, blackhead, forms, pore, opens, allowing, air, enter, contains, pigment, melanin, same, gives, our, color, turns, dark, or, exposed, why, they, dirt, scrubbing, remove, them, can, release, their, contents, heal, although, this, process, be, slow]"
188,13354,25.51,16.45,0.0,1,"[are, you, looking, to, move, into, a, new, home, prefer, the, freedom, of, being, renter, rather, than, buying, below, some, tips, for, finding, perfect, rental, and, having, pain-free, experience, while, locked, in, lease, first, sign, up, on, homes, com, send, all, latest, ads, your, inbox, utilize, internet, newspapers, drive, around, desired, neighborhoods, yard, signs, review, carefully, know, expectations, as, protect, security, deposit, by, documenting, anything, that, needs, be, repaired, before, tell, agent, or, landlord, if, any, problems, arise, landlords, need, informed, right, away, about, issues, with, house, so, they, can, fixed, more, listings, log, real, estate-, housing-resource]"
189,13390,25.17,15.36,0.11,2,"[are, you, a, night, owl, full, of, energy, until, 1, m, but, then, drag, yourself, out, bed, few, hours, later, and, both, your, hair, mood, control, here, easy, ways, to, become, joyful, early, riser, when, the, alarm, goes, off, invite, some, light, in, sunshine, boosts, serotonin, also, known, as, hormone, throw, open, blinds, it, will, help, get, mentally, motivated, do, yoga, need, be, hardcore, yogi, add, moves, morning, routine, try, gentle, downward-facing, dogs, cat-cow, stretches, right, after, waking, up, this, blood, moving, oxygenate, muscles, result, balanced, boost, that, leave, focused, calm, at, same, time, eat, studies, suggest, having, breakfast, improves, ...]"
190,13388,27.14,14.44,0.28,6,"[hard, to, imagine, that, something, as, large, and, loud, an, aircraft, could, just, disappear, suddenly, without, a, trace, but, nonetheless, number, have, here, are, 10, flights, mysteriously, vanished, flying, tiger, line, flight, 739, march, 1962, the, plane, military, personnel, it, was, carrying, were, scheduled, arrive, in, philippines, never, came, nor, did, any, type, of, signal, indicating, distress, though, 1, 300, people, searched, pacific, no, traces, found, 9, boeing, 727, may, 2003, craft, stuck, angolan, airport, for, 14, months, while, negotiation, its, repair, ownership, went, back, forth, between, various, parties, when, one, day, somebody, simply, took, off, with, attempts, make, contact, ...]"
191,13506,21.71,14.99,0.04,3,"[have, you, ever, been, in, an, elevator, only, to, realize, nothing, say, when, your, boss, steps, before, hyperventilate, even, thinking, about, it, take, into, consideration, these, tips, become, more, conversational, most, opportunities, spark, from, conversation, a, free, investment, be, recognized, for, taking, the, time, chat, with, that, person, and, study, university, of, michigan, showed, social, interactions, boost, problem-solving, skills, by, forcing, read, minds, their, perspective, first, look, someone, approachable, start, smile, introduction, this, puts, everyone, at, ease, communication, expert, carol, fleming, says, remember, acronym, are, anchor, find, something, common, can, experienced, or, both, experiencing, moment, reveal, yourself, relates, topic, creating, ...]"
192,13392,26.38,15.29,0.24,3,"[a, job, that, looks, glamorous, on, the, outside, but, inside, lots, of, hard, work, flight, attendants, are, important, people, they, responsible, for, making, sure, safety, regulations, observed, board, their, aircraft, fasten, your, seat, belt, by, placing, metal, clip, instruct, passengers, in, use, equipment, like, belts, and, oxygen, masks, this, is, captain, evacuate, release, get, out, trained, to, help, event, an, emergency, landing, stand, back, all, comes, top, greeting, helping, them, find, seats, stow, bags, serving, meals, coping, with, turbulence, air, sickness, occasionally, disruptive, travelers, often, attracted, opportunity, travel, necessity, working, nights, weekends, holidays, especially, early, career, because, most, airlines, allow, ...]"
193,13394,20.91,15.37,0.2,2,"[syria, had, a, population, of, 22, million, people, back, in, 2011, but, very, different, picture, now, after, four, years, brutal, civil, war, twelve, have, been, forced, from, their, homes, more, than, half, the, close, to, eight, them, sought, refuge, within, and, those, internally, displaced, three, are, children, rest, fled, neighboring, countries, turkey, has, taken, most, two, lebanon, while, jordan, iraq, egypt, all, refugees, numbering, hundreds, thousands, compare, that, then, with, number, syrian, europe, or, trying, get, there, significantly, smaller, un, refugee, agency, says, almost, 350, 000, applied, for, asylum, over, last, even, accounting, make, it, every, day, as, percentage, is, ...]"
194,13498,27.89,15.39,0.23,10,"[in, the, uk, and, many, other, countries, houses, are, expensive, very, prices, have, been, rising, consistently, for, decades, england, rose, by, 4, 255, percent, between, 1971, 2011, if, price, of, a, supermarket, chicken, had, inflated, same, rate, it, would, cost, 51, pounds, 18p, now, around, 1950, you, could, get, three-bedroom, house, northwest, london, on, northern, line, west, finchley, woodside, park, just, 1, 050, this, was, two, half, times, average, wage, 400, year, head, teacher, local, school, comfortably, bought, kind, with, total, mortgage, somewhere, twice, their, annual, salary, today, similar, area, close, to, 000, 40, income, nearly, 10, increased, they, skyrocketed, ...]"
195,13568,23.08,15.08,0.15,3,"[when, most, people, think, of, halloween, they, trick-or-treating, parades, bobbing, for, apples, and, other, activities, but, bet, you, know, the, true, story, behind, ancient, origins, it, all, goes, back, some, 2, 000, years, to, celtic, festival, known, as, samhain, celebrated, on, november, 1, night, before, believed, that, dead, returned, ghosts, would, leave, food, wine, their, doorsteps, keep, roaming, spirits, at, bay, wear, masks, left, house, so, be, mistaken, fellow, christian, church, turned, into, day, or, in, eighth, century, became, eve, later, shortened, heard, what, about, souling, guising, three, these, traditions, originated, medieval, britain, needy, beg, pastries, soul, cakes, return, pray, ...]"
196,13500,24.07,13.25,0.29,3,"[eighty-five, years, ago, walt, disney, created, a, character, that, took, the, world, by, storm, his, name, is, mickey, mouse, and, this, story, in, 1923, arrived, hollywood, with, brother, roy, o, to, produce, famous, alice, cartoons, 1927, would, work, on, another, cartoon, series, featuring, rabbit, named, oswald, new, lucky, was, huge, success, unfortunately, get, better, quality, for, after, he, soon, found, out, mintz, distributor, universal, studios, owned, rights, same, afternoon, train, back, home, decided, create, based, childhood, pet, once, had, result, originally, mortimer, wife, rename, him, make, it, plain, simple, first, appearance, plane, crazy, may, of, 1928, most, prominent, role, november, ...]"
197,13564,22.39,14.44,0.37,5,"[if, one, image, that, will, come, to, mind, when, i, think, of, taiwan, be, the, exhilarating, vibrant, busy, street, markets, rows, outdoor, stalls, are, filled, with, edible, treats, all, flavors, shapes, and, sizes, but, just, walking, through, maze, vendors, is, exciting, was, fortunate, enough, get, taste, shop, my, way, three, on, tour, united, states, operators, association, member, ritz, tours, at, most, famous, night, market, shilin, this, place, perfect, an, introduction, taiwanese, food, because, can, sample, from, a, variety, look, behind, me, you, go, in, taipei, jam-packed, hawking, sorts, delights, which, could, recognize, it, has, fun-filled, air, festival, or, carnival, everything, ...]"
198,13566,26.17,10.15,0.44,2,"[what, is, branding, as, creators, we, wanna, think, about, us, our, brilliant, talent, skills, perfected, over, the, years, all, these, magical, things, color, space, shape, tension, harmony, typography, beauty, simplicity, then, why, do, certain, brands, become, great, that, connect, resonate, and, spread, like, wildfire, because, tapped, into, ability, to, see, not, ourselves, but, others, minute, details, trends, just, on, computer, screen, or, in, books, galleries, through, eyes, hearts, minds, of, people, geniuses, have, special, skill, look, at, universe, translate, visual, written, communications, transform, those, observations, each, sense, something, can, understand, magic, spark, genius, gets, interested, keeps, going, for, greater, previously, ...]"
199,13507,16.07,17.21,0.5,2,"[you, have, information, an, audience, in, front, of, and, what, do, the, first, thing, get, their, attention, are, such, important, part, a, presentation, so, gonna, devote, little, time, right, now, to, tell, about, them, attention-getter, is, statement, anecdote, narrative, statistic, quotation, or, something, humorous, perhaps, that, starts, off, your, speech, can, use, number, different, sources, this, material, but, want, consider, lot, people, like, humor, when, they, good, make, sure, one, tasteful, two, relevant, topic, at, hand, if, not, definitely, connected, best, placed, somewhere, else, decide, another, other, than, maybe, personal, story, quote, any, type, very, shocking, proper, citation, ways, speakers, ...]"
200,13572,21.76,14.66,0.14,3,"[hi, patty, here, at, port, resort, riverside, where, your, wish, is, their, command, the, fabulous, new, royal, rooms, welcome, to, guest, room, now, this, place, definitely, has, touch, if, i, were, a, fairytale, princess, feel, right, home, in, well, exactly, what, we, want, our, guests, like, whether, prince, or, them, part, of, family, fun, story, so, can, you, show, us, around, and, maybe, point, out, some, highlights, focal, these, beds, with, rich, wood, they, have, button, magical, fireworks, display, according, legend, disney, friends, stayed, absolutely, left, little, thank-you, gifts, for, tiana, being, such, wonderful, hostess, are, kind, sprinkled, discover, why, ...]"
201,13570,27.88,16.1,0.21,3,"[so, the, cheesesteak, is, really, a, working, feast, something, that, any, guy, can, afford, but, one, in, city, going, for, quite, bit, more, try, 120, dollars, all, question, stands, 120-dollar, worth, it, find, out, same, way, i, sort, of, gravitate, towards, most, egalitarian, and, forms, food, like, joe, junior, cheeseburger, or, elemental, slider, also, have, great, love, these, super, high-end, versions, comfort, foods, new, york, minetta, tavern, which, does, 28-dollar, black, label, hamburger, basically, dried, steak, chopped, up, served, on, bun, well, about, to, very, similar, incarnation, this, gonna, be, made, with, japanese, wagyu, beef, strip, rib, eye, truffle, ends, ...]"
202,13701,21.46,12.38,0.03,3,"[have, trouble, concentrating, try, these, suggestions, we, all, know, the, feeling, of, being, overwhelmed, and, beset, by, distractions, too, many, things, clamor, for, your, attention, people, are, trying, to, reach, you, phone, email, text, twitter, or, old-fashioned, yelling, up, stairs, colleagues, interrupt, need, update, check, in, post, ping, ads, jump, at, from, most, unlikely, places, devices, buzz, ring, chirp, vibrate, there, steps, consider, quiet, brain, addition, calmer, more, focused, probably, be, efficient, taking, like, least, occasionally, 1, if, keep, tv, radio, music, turned, on, background, turn, it, off, 2, a, sticky, note, that, reads, mind, whenever, see, drop, shoulders, relax, ...]"
203,13703,25.41,12.1,0.09,5,"[hello, moon, cho, and, welcome, to, yin, yang, living, where, we, provide, asian, tips, for, your, healthier, life, if, you, love, food, like, most, of, us, want, make, it, more, at, home, today, gonna, show, the, essential, need, in, pantry, non-asian, supermarkets, carry, all, these, so, easy, find, get, first, category, i, wanna, talk, about, is, our, sauces, here, have, soy, sauce, now, know, but, what, that, a, great, replacement, salt, still, has, much, depth, flavor, pervasive, can, be, used, any, recipe, soups, dressings, universal, next, oyster, little, bit, thick, creamy, texture, as, see, an, thus, called, then, hoisin, just, ...]"
204,13705,22.9,14.66,0.32,4,"[decorating, trees, exchanging, gifts, and, singing, songs, about, santa, what, most, people, think, of, when, they, christmas, but, for, christians, december, 25, has, a, more, important, significance, the, holiday, honors, birth, christ, some, 2, 000, years, ago, we, bet, you, know, that, in, early, christianity, celebrate, at, all, fact, there, is, no, mention, bible, even, agree, on, which, date, was, actually, born, it, only, third, century, became, official, celebration, likely, because, coincided, with, already-existing, pagan, festivals, by, end, eighth, widely, celebrated, across, europe, its, roots, died, hard, many, centuries, marked, wild, parties, similar, to, mardi, celebrations, this, would, lead, religious, ...]"
205,13574,16.33,17.38,0.14,5,"[adopting, a, new, pet, can, be, so, exciting, but, also, maybe, little, frightening, for, your, however, there, are, ways, to, easily, deal, with, this, experience, here, five, easy, make, feel, right, at, home, tip, one, give, some, space, although, you, probably, want, nothing, more, than, cuddle, hours, on, end, should, actually, take, step, back, good, them, break, from, all, of, the, recent, attention, and, allow, adjust, their, safe, place, where, they, away, action, by, own, choice, or, yours, could, crate, an, entire, room, it, starts, training, friend, what, areas, house, okay, which, off, limits, two, provide, structure, pets, need, routine, ...]"
206,13722,37.78,13.97,0.12,3,"[rolls-royce, is, one, of, the, leading, engineering, companies, designing, and, developing, high-technology, power, solutions, based, on, very, efficient, engines, these, are, used, for, applications, land, at, sea, in, air, our, strength, built, two, key, technology, platforms, gas, turbine, piston, engine, so, how, do, they, work, case, an, airliner, sucked, via, large, front, fan, majority, directed, around, as, pure, thrust, rest, enters, squeezed, through, consisting, a, series, blades, pressure, increases, each, stage, combustion, chamber, mixed, with, fuel, ignited, hot, explosion, towards, back, generating, more, rotating, turbines, which, turn, linked, to, also, operates, by, being, compressed, drawn, inside, cylinder, then, either, diesel, ...]"
207,13736,22.11,15.17,0.36,2,"[how, the, uber, system, works, allows, riders, to, request, drivers, at, any, time, in, city, where, has, launched, are, able, go, online, as, well, and, have, full, flexibility, choose, when, they, receive, business, experience, begins, a, rider, requests, trip, closest, driver, that, receives, 15, seconds, accept, once, accepted, then, simply, proceeds, location, arrived, by, tapping, arriving, now, button, passenger, gets, vehicle, navigates, chosen, destination, end, of, presses, complete, fare, payments, calculated, within, both, chance, leave, rating, for, each, other, immediately, new, ride, very, simple, which, is, big, part, why, been, so, successful, among]"
208,13724,19.83,13.49,0.06,5,"[bill, got, you, so, nervous, this, evening, hey, mister, narrator, i, just, wanna, call, really, swell, gal, from, work, and, not, sure, if, interested, in, me, oh, why, must, be, such, a, lily-livered, weakling, now, what, am, supposed, to, do, pick, up, the, phone, dial, that, number, all, right, hello, darlene, speaking, is, office, would, like, go, see, movie, with, on, saturday, busy, already, going, friends, fan, of, movies, my, sister, her, baby, due, next, month, well, need, keep, schedule, open, think, might, have, boyfriend, babysitting, parakeet, getting, an, early, start, christmas, shopping, teaching, sunday, school, sabbath, learning, french, potato-peeling, ...]"
209,13726,24.07,15.34,0.17,5,"[as, a, lifelong, krispy, kreme, fanatic, always, been, my, dream, to, go, behind, the, glass, see, how, they, make, their, iconic, glazed, donuts, so, far, dough, has, mixed, and, fed, into, proprietary, extruder, which, unlike, any, other, fast, food-donut, machinery, molds, perfectly, formed, rings, can, you, walk, me, through, happening, inside, this, part, of, machine, after, are, dropped, on, flight, there, over, 300, flights, in, box, it, goes, controlled, environment, where, temperature, humidity, then, proof, okay, some, donut, lingo, is, an, individual, steel, grate, carousel, move, via, conveyor, belt, kinda, like, incubator, place, rises, starts, form, firmer, shell, brad, does, ...]"
210,13731,24.42,13.94,0.33,4,"[no, doubt, about, it, day, is, one, of, most, popular, holidays, more, than, 62, percent, americans, celebrate, by, sending, greeting, cards, and, flowers, giving, candy, or, other, gifts, enjoying, romantic, dinners, all, three, but, the, history, behind, turns, out, to, be, somewhat, surprising, for, example, roots, go, way, back, a, ancient, roman, fertility, festival, held, in, mid-february, called, lupercalia, later, christian, church, chose, saint, order, christianize, celebration, who, was, valentine, not, much, known, namesake, first, there, just, cleric, named, them, sentenced, death, performing, marriage, ceremonies, secret, after, emperor, ii, banned, young, men, thinking, single, made, better, soldiers, pope, declared, february, ...]"
211,13729,23.29,16.86,0.33,2,"[this, seems, obvious, even, though, it, was, controversial, until, recently, brand, is, story, so, first, you, have, to, find, the, core, at, heart, of, your, what, we, call, platform, create, narratives, based, on, and, publish, those, across, all, relevant, media, in, weird, wonderful, ways, as, each, published, needs, be, syndicated, shared, with, its, intended, audience, where, most, likely, encounter, stories, then, use, paid, free, tv, spots, events, search, let, people, know, content, out, there, has, easy, share, everyone, can, help, spread, make, sure, when, searching, everything, must, optimized, tagged, appropriately, goes, round, driving, results, up, while, spend, down, best, part, ...]"
212,14028,19.77,15.72,0.04,3,"[today, going, to, walk, you, through, how, make, a, video, resume, resumes, are, great, way, get, employers, notice, and, an, edge, on, the, rest, of, competition, making, is, easy, can, film, yourself, with, camera, digital, phone, or, webcam, here, some, tips, for, creating, your, keep, it, clear, simple, in, room, clutter, distracting, posters, wall, also, sure, that, there, no, background, noise, voice, sounds, audible, think, news, anchor, centered, middle, screen, from, chest, up, either, look, straight, into, have, someone, off, asking, questions, memorize, what, say, reading, makes, like, know, talking, about, try, sound, natural, by, speaking, clearly, slowly, act, professional, ...]"
213,14193,15.61,17.82,0.0,3,"[how, to, pick, your, major, visualized, what, is, a, collection, of, courses, that, are, meant, focus, learning, within, field, study, the, idea, help, you, graduate, with, right, skills, for, chosen, profession, sooner, know, better, last, thing, want, do, waste, unnecessary, time, and, money, classes, really, need, panic, lots, people, they, in, but, here, five, tips, can, figure, it, out, tip, number, one, seek, inspiration, will, most, likely, define, career, definitely, way, life, big, deal, so, make, sure, counsel, those, trust, two, consider, everything, college, different, than, high, school, some, things, once, thought, were, boring, actually, turn, be, very, interesting, keep, ...]"
214,14026,11.54,15.1,0.12,2,"[hey, everyone, we, are, the, open, dream, ensemble, and, if, watching, this, video, it, means, that, coming, to, perform, at, your, school, or, theater, very, soon, right, know, some, of, you, have, never, been, a, live, stage, show, before, so, wanted, take, minute, talk, about, how, be, good, audience, member, is, quiet, pays, attention, during, remember, happening, in, front, can, hear, whether, sitting, on, floor, chair, important, keep, arms, legs, yourself, distract, other, people, who, trying, watch, just, like, end, song, dance, thank, performers, by, clapping, same, thing, true, when, cast, bowing, something, funny, happens, okay, laugh, somebody, asks, question, ...]"
215,14194,15.38,11.23,0.39,3,"[leave, gray, behind, your, old, self, ordinary, south, africa, is, different, the, you, who, leaves, be, same, as, arrived, find, that, nothing, about, this, place, because, just, visit, will, meet, wide-open, beaches, of, wild, coast, and, chief, whose, ancestors, have, lived, in, hills, above, kwanyana, river, for, a, thousand, years, taxi, driver, shebeen, queen, never, forget, golden, lights, timbavati, it, covers, everything, soft, amber, glow, reminds, how, things, once, were, could, again, lady, called, dannie, anna, bo-kaap, write, her, recipe, pickled, fish, on, back, menu, 70-year-old, surfer, tell, time, he, sat, his, board, listening, to, whale, breathing, sounded, like, heartbeat, ...]"
216,14208,17.28,17.03,0.16,5,"[hi, everyone, my, name, is, nanette, and, a, lifestyle, photographer, i, especially, love, shooting, food, find, me, at, restaurants, standing, on, chairs, taking, aerial, photos, while, all, friends, are, rolling, their, eyes, but, you, know, what, totally, worth, it, always, asking, how, do, shoot, so, well, the, secret, today, gonna, share, four, tips, to, step, up, your, food-photography, game, get, started, tip, one, light, photography, study, of, obviously, very, important, kind, with, personally, in, natural, sometimes, that, may, mean, whatever, eating, outside, also, never, use, flash, seen, those, garish, harsh, just, not, appealing, two, about, angle, can, take, from, side, ...]"
217,14031,28.35,13.54,0.56,2,"[kobe, bryant, announces, retiring, after, a, celebrated, 20-year-long, career, with, the, los, angeles, 37-year-old, athlete, is, announcing, news, on, sunday, in, touching, love, letter, to, basketball, posted, tribune, emotionally, recalled, moment, he, fell, sport, at, six, years, old, but, now, decades, and, five, championship, titles, later, wrote, i, you, for, much, longer, this, season, all, have, left, give, moving, poem, broke, internet, hearts, his, wife, vanessa, photo, of, words, supportively, writing, caption, proud, everything, given, your, fans, even, when, feeling, best, former, laker, rick, fox, tweeted, loved, game, back, know, honored, represented, purple, gold, together, die-hard, fan, rob, lowe, said, ...]"
218,14192,19.29,13.65,0.31,2,"[captain, staudinger, with, and, clark, a, nomading, film, festival, ambassador, today, gonna, teach, you, how, to, order, cup, of, coffee, in, seattle, without, putting, your, foot, mouth, if, one, thing, have, try, but, there, are, right, ways, wrong, do, experience, it, the, way, get, highly, caffeinated, day, might, shivved, now, three, things, need, remember, like, pro, think, an, upside-down, triangle, biggest, being, most, important, first, tell, barista, what, size, want, next, iced, or, hot, last, kind, milk, can, i, please, grande, non-fat, mocha, whip, hi, three-shot, non-caffeinated, half-and-half, no-fat, latte, chocolate, then, put, some, on, top, no, foam, another, really, ...]"
219,14033,26.77,15.3,0.4,4,"[nazi, germany, was, a, total, disaster, and, the, biggest, collection, of, jerks, ever, assembled, sorry, joseph, stalin, friends, but, if, it, for, we, have, fanta, so, thanks, sure, that, all, rather, sunkist, no, than, bunch, do, somehow, were, involved, i, one, wanna, know, why, prior, to, world, war, ii, coca-cola, had, large, successful, bottling, operation, in, with, 43, plants, more, 600, local, distributors, america-owned, man, charge, operations, an, american, named, ray, powers, then, 1938, died, from, injuries, sustained, car, accident, duties, fell, his, top, assistant, german-born, max, keith, when, broke, out, 1939, could, longer, get, supplies, he, needed, make, coke, ...]"
220,14294,11.36,13.38,0.06,4,"[this, is, bill, he, has, a, job, interview, at, 9, 00, morning, but, already, pressed, the, snooze, button, three, times, and, 8, 30, because, done, wash, in, couple, of, weeks, have, anything, clean, to, wear, since, did, not, his, dishes, last, night, use, eat, breakfast, needs, find, keys, wallet, phone, throws, them, different, places, every, day, sure, where, they, are, darn, i, get, nothing, ever, goes, my, way, well, everything, that, went, wrong, been, prevented, by, one, simple, principle, do, it, now, yes, as, soon, something, you, need, crosses, your, mind, immediately, performing, many, small, maintenance, tasks, keep, issues, from, ...]"
221,14391,18.11,14.94,0.43,3,"[hi, t, cooper, a, new, york, city, makeup, artist, hairstylist, and, co-founder, of, beauty, grooming, company, metro, look, today, gonna, talk, about, things, to, ask, for, when, you, get, hair, cut, first, foremost, not, everybody, that, can, like, my, gorgeous, so, the, thing, need, are, photos, before, just, listen, them, they, say, do, it, because, want, your, money, actually, try, see, examples, what, done, once, confident, stylist, next, worry, is, volume, really, thick, or, medium, on, thin, side, if, use, thinning, shears, layer, otherwise, blunt, expand, huge, but, layered, be, nice, gradual, another, i, think, good, idea, dry, find, cutting, ...]"
222,14392,10.87,11.75,0.05,3,"[once, upon, a, time, there, was, brave, knight, called, george, had, lots, of, adventures, as, he, traveled, by, horse, across, many, lands, one, day, came, to, small, village, and, met, man, who, lived, in, cave, next, the, hermit, told, about, awful, things, that, were, happening, terrible, dragon, come, live, lake, attacked, every, villagers, know, what, do, first, they, gave, all, their, food, but, just, took, still, so, then, animals, from, farms, continued, attack, gold, jewels, money, not, satisfied, king, sent, his, army, try, capture, too, strong, knights, scared, ran, away, with, nothing, left, give, could, think, only, thing, help, protect, ...]"
223,14393,13.39,13.24,0.17,5,"[hi, there, lisa, and, brad, if, watching, this, video, it, means, invited, to, our, wedding, right, getting, married, like, invite, all, of, you, on, october, 15, 2016, at, 11, 30, a, m, the, grand, victoria, hotel, gonna, be, great, time, each, every, one, is, so, important, us, we, would, honored, have, with, big, day, please, rsvp, website, lisaandbrad, com, by, september, 1, hope, see, ladies, gentlemen, welcome, bride, groom, clark, now, most, know, that, been, journey, together, for, five, years, today, they, decided, spend, rest, their, lives, give, short, toast, i, just, want, thank, everyone, coming, tonight, also, special, thanks, ...]"
224,14293,15.87,15.97,0.24,4,"[one, of, the, most, common, things, i, get, asked, about, at, clinic, is, what, do, feed, my, cat, so, today, gonna, be, talking, some, options, for, feeding, our, finicky, feline, friend, and, just, helping, you, make, wise, food, choices, got, in, front, me, are, your, classic, delicious, wet, dry, now, might, blow, mind, here, kibble, am, on, a, mission, to, cats, off, reason, that, have, major, water, needs, originally, from, desert, regions, really, good, conserving, not, great, drinking, it, canned, has, an, obscene, amount, why, care, lot, their, urinary, tract, health, problems, with, pee, crystals, bladder, stones, condition, called, where, ...]"
225,14394,10.56,12.4,0.1,2,"[come, on, in, alice, the, doctor, will, see, you, now, good, morning, what, seems, to, be, problem, i, feel, well, have, a, sore, throat, and, stop, coughing, about, your, nose, do, any, congestion, yes, stuffy, can, hardly, breathe, my, eyes, are, itchy, keep, tearing, up, all, right, besides, these, other, symptoms, also, headache, been, feeling, so, tired, dizzy, lately, that, even, concentrate, work, okay, when, did, start, this, way, last, week, hmm, how, take, look, at, first, sure, hope, hurt, worry, say, ah, it, looks, as, if, common, cold, oh, terrible, an, important, meeting, tomorrow, prescribe, some, medicine, help, get, ...]"
226,14708,28.98,14.32,0.35,7,"[25, birthday, is, july, 31, 1980, also, but, in, 1966, 24, the, actress, who, played, moaning, myrtle, was, 37, years, old, at, time, harry, potter, and, chamber, of, secrets, filmed, she, oldest, to, ever, portray, a, student, 23, ron, character, originally, swore, lot, publisher, let, her, use, that, sort, language, because, it, been, inappropriate, for, young, readers, 22, publishers, suggested, initials, rather, than, real, name, joanne, rowling, order, appeal, male, chose, j, k, borrowing, from, kathleen, however, neither, nor, part, legal, 21, only, alan, rickman, actor, professor, snape, knew, his, fate, before, release, deathly, told, him, 20, said, inspiration, school, ...]"
227,14292,22.99,13.58,0.33,7,"[to, create, a, better, everyday, life, for, the, many, people, ikea, vision, but, what, exactly, do, we, mean, by, this, how, can, home-furnishing, business, help, every, day, well, it, all, begins, right, here, are, passionate, about, at, home, inspires, us, in, everything, so, learn, really, need, and, dream, go, out, visit, homes, over, world, talk, with, measure, things, open, closets, look, cabinets, focus, on, especially, those, thin, wallets, because, believe, good, furnishing, is, everybody, of, these, conversations, give, valuable, insights, that, use, as, starting, point, developing, our, products, solutions, put, heads, together, work, hard, come, up, affordable, ideas, make, little, ...]"
228,14707,21.25,14.46,0.27,5,"[toms, start, with, the, idea, for, a, shoe, in, fact, it, was, absence, of, that, started, all, argentina, beautiful, music, colors, food, people, but, as, soon, i, left, city, noticed, this, need, knew, nothing, about, shoes, and, very, little, giving, had, simple, what, if, for-profit, company, used, its, business, model, one, where, every, pair, sold, new, would, be, given, to, child, better, tomorrow, so, called, them, remember, boxing, some, first, at, apartment, we, 10, 000, pairs, summer, gave, away, protected, children, from, disease, infection, completed, school, uniform, helping, increase, enrollment, repeatedly, going, back, time, again, same, communities, watching, kids, grow, ...]"
229,14709,24.58,13.39,0.43,4,"[ladies, and, gentlemen, adele, is, just, a, universal, pop, star, british, blue-eyed, soul, singer, seemingly, came, from, nowhere, quickly, changed, music, with, the, power, of, her, voice, confidence, image, refreshing, change, all, that, was, imposed, on, in, media, at, time, gorgeous, people, have, to, accept, because, such, titanic, talent, laurie, blue, born, may, 5, 1988, north, london, england, inspired, by, singers, etta, james, ella, fitzgerald, only, 19, when, she, began, recording, debut, album, an, incredible, artist, around, i, think, ability, find, within, songs, production, developed, herself, really, inspiring, skyrocketed, fame, after, appearing, saturday, night, live, 2008, saw, go, 40, number, ...]"
230,14706,20.0,19.05,0.11,2,"[hi, my, name, is, mikey, and, this, a, little, bit, about, me, favorite, color, green, mainly, because, of, turtles, grass, trees, all, that, good, stuff, i, also, really, like, blue, the, ocean, hats, basically, anything, you, can, wear, on, your, head, picture, repping, hat, at, age, two, glasses, always, have, since, was, young, thing, to, do, travel, love, moving, around, doing, new, things, warm, places, as, much, cold, gets, into, mood, for, christmas, rather, enjoy, being, outside, absolutely, photography, film, writing, right, there, guilty, pleasure, probably, some, reason, binge, these, days, pastime, besides, making, youtube, videos, course, netflix, music, ranges, ...]"
231,14710,19.93,15.45,0.3,6,"[want, to, know, how, make, a, cup, of, tea, the, british, way, in, luck, just, put, kettle, on, previous, episode, anglophenia, we, shared, some, moments, history, that, made, an, integral, part, culture, now, not, saying, americans, love, you, do, as, it, for, starters, 85, percent, enjoyed, america, is, iced, britain, however, need, something, little, warmer, and, stronger, get, us, through, those, cloudy, rainy, blustery, generally, gray, days, so, join, me, i, show, proper, perfect, cuppa, take, making, pretty, seriously, much, george, orwell, even, wrote, essay, recent, research, says, order, should, use, freshly, boiled, water, which, uk, usually, comes, from, electric, ...]"
232,14712,9.84,13.76,0.1,6,"[hi, kate, it, going, good, you, not, bad, getting, a, bit, hungry, though, i, have, some, cookies, do, want, no, thanks, prefer, to, go, restaurant, and, get, real, food, would, like, join, me, sure, great, how, about, diner, heard, new, branch, around, here, only, two, blocks, away, we, can, walk, there, in, 10, minutes, sounds, welcome, many, are, your, party, of, us, all, right, follow, please, evening, my, name, is, mandy, be, server, today, start, off, with, something, drink, what, coffee, tea, soda, which, for, cup, black, thank, problem, take, time, look, over, the, menu, back, drinks, ready, order, yes, ...]"
233,15055,9.09,10.13,0.04,2,"[hi, kate, it, going, good, you, not, bad, getting, a, bit, hungry, though, i, have, some, cookies, do, want, no, thanks, prefer, to, go, restaurant, and, get, real, food, would, like, join, me, sure, great, how, about, diner, heard, new, branch, around, here, only, two, blocks, away, we, can, walk, there, in, 10, minutes, sounds, welcome, many, are, your, party, of, us, all, right, follow, please, evening, my, name, is, mandy, be, server, today, start, off, with, something, drink, what, coffee, tea, soda, which, for, cup, black, thank, problem, take, time, look, over, the, menu, back, drinks, ready, order, yes, ...]"
